Quantidade_Exames;Custo_Total;Dias_Internacao;Genero_Feminino;Genero_Masculino;Diagnostico_Apendicite;Diagnostico_Covid-19;Diagnostico_Diabetes Descompensada;Diagnostico_Fratura;Diagnostico_Hipertensão;Diagnostico_Infarto;Diagnostico_Pneumonia;Diagnostico_Trauma Crânio-Encefálico;Procedimento_Antibióticos;Procedimento_Cirurgia;Procedimento_Cirurgia Cardíaca;Procedimento_Fisioterapia;Procedimento_Observação;Procedimento_Tratamento Clínico;CPF;Data_Admissao;Data_Admissao_ano;Data_Admissao_dia;Data_Admissao_dia_semana;Data_Admissao_mes;Data_Alta;Data_Alta_ano;Data_Alta_dia;Data_Alta_dia_semana;Data_Alta_mes;Data_Nascimento;Medico_Responsavel;Nome;PacienteID
0.4311464077767327;0.7341748414200244;1.4896855522832801;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;HOSP-00015;;624.835.079-56;1958-05-01;2024-06-22;2024-07-22;;2024.0;6.0;22.0;5.0;;7.0;22.0;0.0
-1.1672313180953393;-1.4179238737453521;-0.6656243603044771;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;HOSP-00016;;625.081.743-35;;2024-04-10;2024-04-20;;2024.0;4.0;10.0;2.0;;4.0;20.0;5.0
-0.8475557729209249;-0.35448848661903776;-0.23456237778692568;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;;;184.729.560-67;1932-03-20;2024-07-05;2024-07-19;;2024.0;7.0;5.0;4.0;;7.0;19.0;4.0
-0.8475557729209249;-1.114402371719313;-0.8811553515632529;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;;;743.290.651-34;1986-05-28;2024-07-24;2024-08-01;;2024.0;7.0;24.0;2.0;;8.0;1.0;3.0
0.1114708626023183;0.021836160773505895;1.4896855522832801;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;HOSP-00019;;958.307.124-23;1931-02-23;2024-07-05;2024-08-04;;2024.0;7.0;5.0;4.0;;8.0;4.0;6.0
-0.5278802277465104;-0.11616589646074645;-0.34232787341631354;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;HOSP-00020;;312.986.574-82;1940-01-07;2024-10-15;2024-10-28;;2024.0;10.0;15.0;1.0;;10.0;28.0;0.0
-1.4869068632697535;-1.364964695863195;2.9984024910947102;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;HOSP-00021;;061.425.379-99;1937-04-26;2024-09-24;2024-10-23;;2024.0;9.0;24.0;1.0;;10.0;23.0;2.0
0.1114708626023183;0.7992919873361728;1.4896855522832801;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;HOSP-00022;;418.357.296-73;1965-04-16;;2025-02-01;;;;;;;2.0;1.0;5.0
1.0704974981255615;1.2405639590530808;-0.773389855933865;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;HOSP-00023;;876.954.130-20;1950-02-10;2024-05-19;2024-05-28;;2024.0;5.0;19.0;6.0;;5.0;28.0;1.0
1.390173043299976;1.8927795065196067;1.3819200566538923;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;HOSP-00024;;807.531.624-07;1985-10-06;2024-09-25;2024-10-24;;2024.0;9.0;25.0;2.0;;10.0;24.0;3.0
0.7508219529511471;0.8528109475023573;1.1663890653951166;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;HOSP-00025;;470.132.685-26;1954-08-17;2024-02-13;2024-03-11;;2024.0;2.0;13.0;1.0;;3.0;11.0;0.0
1.390173043299976;1.2726350811458502;0.19649960473062578;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;HOSP-00026;;716.934.508-01;1972-03-25;2024-08-15;2024-09-02;;2024.0;8.0;15.0;3.0;;9.0;2.0;0.0
0.1114708626023183;-0.4104101078245314;-0.9889208471926407;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;HOSP-00027;;942.358.106-42;1935-11-18;2024-06-10;2024-06-17;;2024.0;6.0;10.0;0.0;;6.0;17.0;0.0
0.4311464077767327;0.8603522841152677;-0.5578588646750893;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;HOSP-00028;;925.437.680-92;1931-05-01;2024-08-19;2024-08-30;;2024.0;8.0;19.0;0.0;;8.0;30.0;4.0
-0.8475557729209249;-0.4336756658988898;0.9508580741363408;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;HOSP-00029;;623.804.975-83;1977-12-20;2024-07-05;2024-07-30;;2024.0;7.0;5.0;4.0;;7.0;30.0;1.0
0.1114708626023183;0.01440174886653288;-1.635513820968968;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;HOSP-00030;;321.680.579-40;1962-06-28;2024-08-24;2024-08-25;;2024.0;8.0;24.0;5.0;;8.0;25.0;6.0
0.1114708626023183;0.25788817335276376;0.5197960916187894;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;HOSP-00031;;706.243.185-08;1981-12-29;2024-10-02;2024-10-23;;2024.0;10.0;2.0;2.0;;10.0;23.0;2.0
-0.5278802277465104;-0.6427700732046411;-0.4500933690457014;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;HOSP-00032;;408.912.673-87;2002-02-08;2024-07-20;2024-08-01;;2024.0;7.0;20.0;5.0;;8.0;1.0;3.0
0.1114708626023183;0.3411510708354228;-0.4500933690457014;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;HOSP-00033;;632.195.084-05;1961-01-29;2024-10-19;2024-10-31;;2024.0;10.0;19.0;5.0;;10.0;31.0;3.0
-0.8475557729209249;-1.0072072091723296;0.19649960473062578;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;HOSP-00034;;041.293.867-78;1948-04-17;2024-06-05;2024-06-23;;2024.0;6.0;5.0;2.0;;6.0;23.0;6.0
0.4311464077767327;0.8669438777519064;0.9508580741363408;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;HOSP-00035;;147.820.639-03;1969-12-12;2024-03-11;2024-04-05;;2024.0;3.0;11.0;0.0;;4.0;5.0;4.0
-0.8475557729209249;-1.043687402962889;-1.2044518384514165;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;HOSP-00036;;496.273.850-00;1961-03-28;2024-06-13;2024-06-18;;2024.0;6.0;13.0;3.0;;6.0;18.0;1.0
-1.1672313180953393;-1.377084925765679;-1.52774832533958;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;HOSP-00037;;386.917.042-50;1988-09-28;2024-12-07;2024-12-09;;2024.0;12.0;7.0;5.0;;12.0;9.0;0.0
-0.8475557729209249;-1.0116414396244577;-0.23456237778692568;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;HOSP-00038;;819.067.325-40;2014-09-25;2024-08-25;2024-09-08;;2024.0;8.0;25.0;6.0;;9.0;8.0;6.0
0.4311464077767327;1.0558609640783279;-0.8811553515632529;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;HOSP-00039;;948.016.753-01;1997-12-26;2024-10-07;2024-10-15;;2024.0;10.0;7.0;0.0;;10.0;15.0;1.0
0.7508219529511471;0.8866494720873936;0.19649960473062578;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;HOSP-00040;;307.561.829-21;1956-07-01;2024-03-07;2024-03-25;;2024.0;3.0;7.0;3.0;;3.0;25.0;0.0
0.7508219529511471;0.5928455389245291;0.5197960916187894;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;HOSP-00041;;094.872.615-67;1968-03-23;2024-05-16;2024-06-06;;2024.0;5.0;16.0;3.0;;6.0;6.0;3.0
-0.5278802277465104;0.17983942770672023;0.6275615872481772;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;HOSP-00042;;416.782.530-90;1968-10-09;2024-12-04;2024-12-26;;2024.0;12.0;4.0;2.0;;12.0;26.0;3.0
-0.2082046825720961;0.28341801931757027;-0.8811553515632529;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;HOSP-00043;;528.761.390-30;2024-05-19;2024-10-31;2024-11-08;;2024.0;10.0;31.0;3.0;;11.0;8.0;4.0
-1.4869068632697535;-1.9054313462475019;0.19649960473062578;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;HOSP-00044;;426.093.815-06;1938-07-31;2024-11-28;2024-12-16;;2024.0;11.0;28.0;3.0;;12.0;16.0;0.0
0.4311464077767327;0.8900521936116509;-0.6656243603044771;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;HOSP-00045;;437.621.098-69;1971-10-28;2024-03-23;2024-04-02;;2024.0;3.0;23.0;5.0;;4.0;2.0;1.0
0.7508219529511471;1.2231478113623813;-0.4500933690457014;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;HOSP-00046;;786.314.529-55;1980-06-11;2024-06-01;2024-06-13;;2024.0;6.0;1.0;5.0;;6.0;13.0;3.0
0.7508219529511471;0.8036318724595322;-0.9889208471926407;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;HOSP-00047;;796.380.452-56;2019-05-02;2024-12-10;2024-12-17;;2024.0;12.0;10.0;1.0;;12.0;17.0;1.0
1.390173043299976;0.4537490758765601;0.5197960916187894;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;HOSP-00048;;413.957.260-43;2017-12-19;2024-10-23;2024-11-13;;2024.0;10.0;23.0;2.0;;11.0;13.0;2.0
1.0704974981255615;1.647085401340189;0.6275615872481772;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;HOSP-00049;;943.567.120-99;2003-06-07;2024-02-08;2024-03-01;;2024.0;2.0;8.0;3.0;;3.0;1.0;4.0
1.390173043299976;1.8400341780493257;-1.635513820968968;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;HOSP-00050;;235.941.680-42;1963-08-20;2024-10-17;2024-10-18;;2024.0;10.0;17.0;3.0;;10.0;18.0;4.0
0.4311464077767327;-0.12535513148281704;0.30426510036001364;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;HOSP-00051;;043.162.987-04;1930-03-13;2024-02-27;2024-03-17;;2024.0;2.0;27.0;1.0;;3.0;17.0;6.0
0.1114708626023183;0.8368477178746953;0.6275615872481772;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;HOSP-00052;;837.201.459-05;1961-08-19;2024-10-04;2024-10-26;;2024.0;10.0;4.0;4.0;;10.0;26.0;5.0
-1.1672313180953393;-1.4389880408151077;-1.52774832533958;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;HOSP-00053;;321.487.506-07;1929-12-24;2024-04-18;2024-04-20;;2024.0;4.0;18.0;3.0;;4.0;20.0;5.0
0.7508219529511471;-0.07198712384266222;1.2741545610245044;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;HOSP-00054;;513.964.082-15;1941-08-26;2025-01-11;2025-02-08;;2025.0;1.0;11.0;5.0;;2.0;8.0;5.0
1.390173043299976;1.8513115896814758;1.3819200566538923;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;HOSP-00055;;732.089.614-13;2014-10-26;2024-08-19;2024-09-17;;2024.0;8.0;19.0;0.0;;9.0;17.0;1.0
-0.8475557729209249;-1.0651352410363042;0.843092578506953;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;HOSP-00056;;385.602.971-03;2005-03-21;2024-02-22;2024-03-17;;2024.0;2.0;22.0;3.0;;3.0;17.0;6.0
0.4311464077767327;0.2564415449783104;1.4896855522832801;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;HOSP-00057;;348.706.159-75;1924-03-13;2024-02-19;2024-03-20;;2024.0;2.0;19.0;0.0;;3.0;20.0;2.0
-1.4869068632697535;-1.7578878314304427;-0.019031386528149955;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;HOSP-00058;;235.761.849-37;2014-05-06;2024-05-12;2024-05-26;;2024.0;5.0;12.0;6.0;;5.0;26.0;6.0
1.390173043299976;0.02780507524027143;1.3819200566538923;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;HOSP-00059;;296.740.831-03;1937-01-30;2024-11-12;2024-12-11;;2024.0;11.0;12.0;1.0;;12.0;11.0;2.0
-1.1672313180953393;-1.502677427422557;-1.0966863428220286;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;HOSP-00060;;842.036.519-05;1956-12-30;2024-08-28;2024-09-03;;2024.0;8.0;28.0;2.0;;9.0;3.0;1.0
-1.1672313180953393;-0.8791051217702048;0.843092578506953;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;HOSP-00061;;324.761.985-28;1924-08-03;2024-04-26;2024-05-20;;2024.0;4.0;26.0;4.0;;5.0;20.0;0.0
0.4311464077767327;-0.10859940109349782;-0.12679688215753782;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;HOSP-00062;;768.201.945-01;2001-10-31;2024-10-04;2024-10-19;;2024.0;10.0;4.0;4.0;;10.0;19.0;5.0
-1.1672313180953393;-1.511508150195306;-0.6656243603044771;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;HOSP-00063;;812.345.097-41;1995-10-02;2024-05-28;2024-06-07;;2024.0;5.0;28.0;1.0;;6.0;7.0;4.0
-0.8475557729209249;-0.5982831058459123;0.7353270828775651;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;HOSP-00064;;821.604.753-35;1935-10-20;2024-12-27;2025-01-19;;2024.0;12.0;27.0;4.0;;1.0;19.0;6.0
-0.5278802277465104;-0.8847784208734952;-0.773389855933865;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;HOSP-00065;;748.052.196-02;2019-03-09;2024-02-10;2024-02-19;;2024.0;2.0;10.0;5.0;;2.0;19.0;0.0
1.390173043299976;1.093228003959313;1.4896855522832801;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;HOSP-00066;;957.423.608-00;2003-10-09;2024-07-25;2024-08-24;;2024.0;7.0;25.0;3.0;;8.0;24.0;5.0
0.1114708626023183;0.7590568494606195;-0.773389855933865;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;HOSP-00067;;867.190.523-30;2022-10-27;2024-05-18;2024-05-27;;2024.0;5.0;18.0;5.0;;5.0;27.0;0.0
-0.8475557729209249;-0.6726901218014841;1.3819200566538923;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;HOSP-00068;;164.759.802-85;1965-08-07;2025-01-20;2025-02-18;;2025.0;1.0;20.0;0.0;;2.0;18.0;1.0
-0.8475557729209249;-0.6898043644401242;-1.52774832533958;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;HOSP-00069;;734.951.260-07;1985-06-26;2024-05-01;2024-05-03;;2024.0;5.0;1.0;2.0;;5.0;3.0;4.0
-0.5278802277465104;0.038667367425839996;-1.52774832533958;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;HOSP-00070;;294.650.183-33;2009-09-25;2024-11-04;2024-11-06;;2024.0;11.0;4.0;0.0;;11.0;6.0;2.0
-0.5278802277465104;-0.3481610599029508;-1.635513820968968;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;HOSP-00071;;930.546.187-57;2008-01-25;2024-05-07;2024-05-08;;2024.0;5.0;7.0;1.0;;5.0;8.0;2.0
-1.4869068632697535;-1.4661657851890744;-1.2044518384514165;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;HOSP-00072;;794.683.521-37;1981-12-29;2024-02-21;2024-02-26;;2024.0;2.0;21.0;2.0;;2.0;26.0;0.0
1.390173043299976;1.041526763794072;1.4896855522832801;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;HOSP-00073;;529.384.710-41;1966-02-18;2024-08-05;2024-09-04;;2024.0;8.0;5.0;0.0;;9.0;4.0;2.0
0.4311464077767327;0.46861161000192086;-1.52774832533958;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;HOSP-00074;;628.017.534-08;1941-11-17;2024-06-04;2024-06-06;;2024.0;6.0;4.0;1.0;;6.0;6.0;3.0
0.4311464077767327;0.11218753729098602;2.9984024910947102;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;HOSP-00075;;634.587.910-00;1957-11-25;2024-08-15;2024-08-25;;2024.0;8.0;15.0;3.0;;8.0;25.0;6.0
1.0704974981255615;0.5169793152173348;-1.0966863428220286;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;HOSP-00076;;402.857.196-02;1952-02-17;;2024-09-07;;;;;;;9.0;7.0;5.0
1.0704974981255615;1.4503565217917205;-0.12679688215753782;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;HOSP-00077;;546.792.803-10;2006-07-31;2024-08-13;2024-08-28;;2024.0;8.0;13.0;1.0;;8.0;28.0;2.0
-0.5278802277465104;-0.32731703193365513;-1.0966863428220286;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;HOSP-00078;;697.548.230-65;1960-03-17;2024-05-24;2024-05-30;;2024.0;5.0;24.0;4.0;;5.0;30.0;3.0
3.1483885417592554;-0.02511007482179353;0.6275615872481772;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;HOSP-00079;;642.810.573-07;2012-02-20;2024-02-03;2024-02-25;;2024.0;2.0;3.0;5.0;;2.0;25.0;6.0
0.4311464077767327;0.7506475358230371;1.2741545610245044;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;HOSP-00080;;013.547.269-52;1953-12-05;2024-11-30;2024-12-28;;2024.0;11.0;30.0;5.0;;12.0;28.0;5.0
0.1114708626023183;0.2588756544605425;-0.4500933690457014;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;HOSP-00081;;619.725.438-73;1994-09-29;2024-11-21;2024-12-03;;2024.0;11.0;21.0;3.0;;12.0;3.0;1.0
-1.1672313180953393;-1.3040993794302218;-0.6656243603044771;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;HOSP-00082;;940.537.168-10;1971-04-03;2024-12-31;2025-01-10;;2024.0;12.0;31.0;1.0;;1.0;10.0;4.0
